age,job,marital,education,default,balance,housing,loan,index
48,retired,married,secondary,no,74,no,yes,593
55,services,divorced,secondary,no,141,yes,no,594
28,services,divorced,secondary,no,89,no,no,595
54,services,married,secondary,yes,0,yes,no,596
30,blue-collar,married,secondary,no,450,no,no,597
48,technician,married,tertiary,no,310,no,no,598
31,self-employed,married,secondary,no,0,yes,no,599
38,blue-collar,married,secondary,no,384,yes,no,600
37,blue-collar,married,secondary,no,395,yes,no,601
37,services,single,unknown,no,-118,yes,no,602
56,blue-collar,married,primary,no,5,yes,yes,603
51,blue-collar,married,secondary,no,50,yes,yes,604
39,blue-collar,married,secondary,no,285,yes,yes,605
49,technician,married,unknown,no,15,no,no,606
51,blue-collar,married,primary,no,653,yes,yes,607
43,self-employed,married,secondary,no,918,yes,no,608
32,services,married,secondary,no,243,yes,yes,609
29,technician,single,tertiary,no,405,yes,no,610
48,management,divorced,tertiary,no,1328,yes,no,611
55,services,married,primary,no,255,yes,no,612
53,blue-collar,married,secondary,no,3397,yes,no,613
47,technician,married,unknown,no,2106,yes,no,614
39,management,married,tertiary,no,2877,yes,no,615
31,blue-collar,single,tertiary,no,60,yes,yes,616
39,blue-collar,married,primary,no,2226,yes,no,617
40,blue-collar,married,primary,no,2880,yes,no,618
40,technician,single,unknown,no,-5,yes,no,619
48,technician,married,secondary,no,147,no,no,620
33,technician,divorced,secondary,no,7,yes,yes,621
40,technician,married,secondary,no,109,yes,no,622
59,retired,married,primary,no,-119,yes,no,623
30,technician,married,secondary,no,484,yes,no,624
31,management,single,tertiary,no,1852,yes,no,625
35,unemployed,married,secondary,no,533,yes,no,626
54,technician,divorced,secondary,no,21,yes,no,627
34,admin.,single,unknown,no,2434,yes,no,628
32,technician,married,secondary,no,90,yes,yes,629
56,admin.,divorced,unknown,no,4246,yes,no,630
32,admin.,single,tertiary,no,395,yes,no,631
42,blue-collar,married,primary,no,15,yes,no,632
33,services,married,tertiary,no,85,no,no,633
52,entrepreneur,married,tertiary,no,-184,yes,yes,634
52,services,married,secondary,no,660,no,no,635
52,blue-collar,divorced,primary,yes,-183,yes,no,636
30,unemployed,divorced,secondary,no,1144,yes,no,637
44,services,divorced,secondary,no,1,yes,no,638
35,admin.,married,secondary,no,69,yes,yes,639
55,management,single,secondary,no,220,yes,no,640
33,blue-collar,married,primary,no,332,yes,no,641
37,blue-collar,single,secondary,no,240,yes,no,642
42,technician,single,secondary,no,0,yes,no,643
43,unemployed,married,secondary,no,0,yes,no,644
38,entrepreneur,married,tertiary,no,898,yes,no,645
37,technician,married,secondary,no,123,yes,yes,646
31,student,single,secondary,no,252,yes,no,647
41,management,married,tertiary,no,65,yes,no,648
41,technician,married,secondary,no,-366,yes,yes,649
29,student,single,secondary,no,209,yes,no,650
38,admin.,single,secondary,no,221,yes,no,651
44,self-employed,divorced,tertiary,no,4,yes,no,652
39,admin.,married,secondary,no,104,yes,no,653
28,technician,single,secondary,no,312,yes,no,654
33,blue-collar,married,secondary,no,-349,yes,no,655
41,services,married,unknown,no,4,no,no,656
40,blue-collar,married,primary,no,-322,yes,yes,657
29,admin.,married,secondary,no,-150,yes,no,658
38,management,married,unknown,no,1349,yes,no,659
32,admin.,married,tertiary,no,281,yes,no,660
45,services,married,secondary,no,1259,yes,no,661
33,admin.,single,secondary,no,101,yes,no,662
34,blue-collar,married,secondary,no,848,yes,no,663
41,entrepreneur,married,unknown,no,89,yes,no,664
41,blue-collar,married,secondary,no,140,yes,no,665
35,admin.,single,secondary,no,148,yes,no,666
40,technician,single,secondary,no,200,yes,no,667
60,self-employed,married,primary,no,46,yes,no,668
47,services,divorced,secondary,no,201,yes,no,669
46,blue-collar,married,primary,no,530,yes,no,670
31,blue-collar,single,secondary,no,0,yes,no,671
49,self-employed,married,secondary,no,1,yes,no,672
29,blue-collar,married,secondary,no,43,yes,no,673
31,management,single,tertiary,no,-173,yes,no,674
38,management,married,tertiary,no,389,yes,no,675
37,blue-collar,married,primary,no,215,yes,yes,676
35,technician,married,secondary,no,-131,yes,no,677
31,management,single,secondary,no,783,yes,no,678
41,admin.,married,secondary,no,0,yes,no,679
46,services,married,unknown,no,80,yes,no,680
40,services,divorced,secondary,no,105,yes,no,681
29,admin.,married,secondary,no,182,yes,yes,682
49,admin.,married,secondary,no,82,yes,no,683
42,management,married,tertiary,no,0,yes,no,684
54,services,married,secondary,no,510,yes,no,685
40,management,single,tertiary,no,242,yes,no,686
53,admin.,married,secondary,no,244,yes,yes,687
49,management,married,tertiary,no,92,yes,no,688
40,blue-collar,married,primary,yes,0,yes,no,689
29,student,single,secondary,no,948,yes,no,690
36,blue-collar,married,primary,no,23,yes,no,691
37,technician,married,secondary,no,710,yes,no,692
39,services,married,secondary,no,1205,yes,no,693
36,technician,married,secondary,no,368,yes,yes,694
44,entrepreneur,married,tertiary,no,1631,yes,no,695
40,admin.,married,secondary,no,6,yes,no,696
49,blue-collar,married,secondary,no,26,yes,no,697
30,technician,single,unknown,no,-48,yes,no,698
57,management,married,tertiary,no,2142,yes,no,699
24,services,single,secondary,no,77,yes,yes,700
46,blue-collar,married,unknown,no,401,yes,no,701
33,admin.,married,secondary,no,21,no,no,702
43,services,divorced,secondary,no,0,yes,no,703
43,admin.,single,secondary,no,-497,yes,no,704
40,blue-collar,divorced,primary,no,369,no,no,705
44,technician,single,unknown,no,78,yes,no,706
35,technician,single,tertiary,no,226,yes,yes,707
47,technician,married,secondary,no,503,yes,no,708
33,blue-collar,married,secondary,no,372,yes,no,709
31,admin.,married,secondary,no,0,yes,yes,710
40,blue-collar,divorced,secondary,no,0,yes,no,711
36,entrepreneur,married,tertiary,no,125,yes,no,712
56,retired,divorced,primary,no,4,yes,no,713
40,admin.,single,unknown,no,419,yes,no,714
41,admin.,divorced,secondary,no,322,yes,no,715
53,retired,married,secondary,no,303,yes,no,716
39,blue-collar,married,secondary,no,607,yes,no,717
44,blue-collar,divorced,secondary,no,579,yes,no,718
38,admin.,married,secondary,no,3047,yes,no,719
54,technician,divorced,secondary,no,83,yes,no,720
58,management,married,tertiary,no,68,yes,no,721
52,blue-collar,married,primary,no,58,yes,no,722
28,admin.,single,secondary,no,251,yes,no,723
36,blue-collar,married,secondary,no,688,yes,no,724
60,retired,married,primary,no,364,yes,no,725
42,services,divorced,secondary,no,55,yes,no,726
42,admin.,married,secondary,no,101,yes,no,727
44,management,married,tertiary,no,105,yes,no,728
51,blue-collar,divorced,primary,no,325,yes,no,729
49,blue-collar,married,primary,no,198,yes,no,730
47,entrepreneur,married,unknown,no,209,yes,no,731
37,blue-collar,married,secondary,no,183,yes,no,732
34,management,married,tertiary,no,105,yes,no,733
35,services,married,secondary,no,109,yes,no,734
35,blue-collar,single,secondary,no,376,yes,yes,735
40,blue-collar,married,primary,no,-7,yes,no,736
55,technician,married,secondary,no,0,no,no,737
55,retired,married,secondary,no,143,yes,no,738
35,management,single,tertiary,no,550,yes,no,739
57,blue-collar,married,primary,no,162,yes,no,740
53,management,married,tertiary,no,115,yes,no,741
41,blue-collar,married,primary,no,512,yes,no,742
57,blue-collar,married,unknown,no,807,yes,no,743
45,blue-collar,married,unknown,no,248,yes,no,744
43,blue-collar,married,primary,no,1211,yes,no,745
56,self-employed,married,unknown,no,7,no,no,746
31,entrepreneur,married,tertiary,no,281,yes,no,747
37,blue-collar,single,secondary,no,88,yes,no,748
30,management,married,tertiary,no,32,yes,no,749
30,admin.,single,secondary,no,115,yes,no,750
54,blue-collar,married,secondary,no,254,yes,no,751
36,management,married,tertiary,no,144,yes,no,752
55,unemployed,married,tertiary,no,383,no,no,753
37,admin.,single,secondary,no,569,yes,yes,754
38,housemaid,married,secondary,no,0,yes,no,755
48,admin.,married,secondary,no,3754,yes,no,756
55,housemaid,divorced,tertiary,no,6920,yes,no,757
59,services,married,secondary,no,307,yes,yes,758
37,technician,married,secondary,no,-421,yes,no,759
33,blue-collar,divorced,secondary,no,60,no,no,760
44,blue-collar,married,primary,no,67,yes,no,761
57,technician,married,secondary,no,402,yes,no,762
30,self-employed,single,tertiary,no,800,no,no,763
42,technician,married,tertiary,no,239,yes,yes,764
51,blue-collar,divorced,secondary,no,421,yes,no,765
44,admin.,divorced,secondary,no,161,yes,no,766
46,technician,married,secondary,yes,289,no,no,767
29,student,single,secondary,no,110,yes,no,768
39,blue-collar,married,primary,no,245,yes,no,769
42,services,married,secondary,no,0,yes,no,770
50,blue-collar,married,primary,no,156,yes,no,771
42,technician,single,secondary,no,0,yes,no,772
39,admin.,married,secondary,no,20,yes,no,773
55,technician,single,tertiary,no,92,yes,no,774
46,services,married,secondary,no,89,yes,no,775
42,blue-collar,married,secondary,no,166,yes,no,776
45,management,married,tertiary,no,103,yes,no,777
43,blue-collar,married,primary,no,-454,yes,no,778
42,admin.,married,secondary,no,445,yes,no,779
30,admin.,married,secondary,no,4,no,no,780
47,blue-collar,married,secondary,no,1001,yes,no,781
51,services,divorced,secondary,no,-69,yes,no,782
38,technician,single,secondary,no,42,yes,no,783
57,technician,married,unknown,no,1617,yes,no,784
42,management,divorced,tertiary,no,221,yes,no,785
32,technician,divorced,secondary,no,210,yes,yes,786
46,management,married,tertiary,no,0,no,no,787
29,student,single,tertiary,no,185,yes,no,788
59,retired,married,secondary,no,836,yes,no,789
32,blue-collar,single,secondary,no,301,yes,no,790
44,blue-collar,married,primary,no,503,yes,no,791
40,retired,married,primary,no,407,yes,no,792
31,blue-collar,single,secondary,no,53,yes,no,793
46,self-employed,married,tertiary,no,2303,yes,no,794
43,management,married,tertiary,no,144,yes,no,795
34,services,married,secondary,no,205,yes,no,796
39,management,married,tertiary,no,305,yes,no,797
30,blue-collar,divorced,secondary,no,251,yes,yes,798
56,retired,married,secondary,no,0,yes,no,799
29,technician,married,secondary,no,8,no,no,800
40,blue-collar,divorced,secondary,no,139,yes,no,801
36,services,married,secondary,no,184,yes,no,802
37,blue-collar,single,secondary,no,238,yes,no,803
35,admin.,married,secondary,no,0,no,no,804
35,blue-collar,married,primary,yes,0,yes,no,805
47,services,married,primary,no,222,yes,no,806
31,services,married,secondary,no,414,yes,no,807
56,retired,single,primary,no,223,yes,no,808
57,technician,married,secondary,no,197,no,no,809
36,blue-collar,married,secondary,no,-251,yes,no,810
45,self-employed,divorced,secondary,no,-139,yes,no,811
47,blue-collar,married,unknown,no,733,yes,no,812
29,technician,single,tertiary,no,0,yes,no,813
57,services,married,secondary,no,1,no,no,814
45,blue-collar,married,primary,no,97,yes,no,815
31,blue-collar,single,primary,no,435,yes,no,816
31,management,divorced,tertiary,no,0,yes,no,817
37,technician,single,tertiary,no,147,no,no,818
30,technician,single,tertiary,no,3,yes,no,819
58,services,divorced,secondary,no,1109,yes,yes,820
33,services,married,secondary,no,404,yes,no,821
39,blue-collar,married,primary,no,981,yes,no,822
33,blue-collar,single,primary,no,95,yes,no,823
34,services,married,secondary,no,302,yes,no,824
36,services,divorced,secondary,no,-290,yes,yes,825
37,services,single,secondary,no,259,yes,no,826
35,blue-collar,married,secondary,no,527,yes,yes,827
55,retired,married,secondary,no,102,yes,no,828
34,management,single,tertiary,no,872,yes,no,829
40,management,divorced,tertiary,no,490,yes,no,830
42,blue-collar,single,primary,no,19,yes,no,831
37,blue-collar,married,secondary,no,16,yes,no,832
42,management,married,tertiary,no,386,yes,no,833
35,technician,single,secondary,no,539,yes,no,834
44,technician,divorced,secondary,no,-329,yes,no,835
30,services,single,secondary,no,-174,yes,no,836
45,entrepreneur,married,secondary,no,68,yes,no,837
35,blue-collar,single,unknown,yes,-532,yes,no,838
36,admin.,divorced,secondary,no,0,yes,no,839
49,blue-collar,married,secondary,no,64,yes,no,840
31,blue-collar,single,secondary,no,1415,yes,no,841
31,technician,single,secondary,no,147,yes,no,842
39,blue-collar,married,secondary,no,72,yes,no,843
37,services,single,secondary,no,-196,yes,no,844
33,blue-collar,married,primary,no,716,yes,no,845
37,management,married,tertiary,no,0,yes,no,846
42,services,married,secondary,no,-246,yes,no,847
56,blue-collar,married,secondary,no,-203,yes,no,848
37,admin.,single,secondary,no,245,yes,yes,849
36,services,single,secondary,no,342,yes,no,850
29,technician,single,tertiary,no,3,yes,no,851
54,management,married,tertiary,yes,-248,yes,yes,852
38,blue-collar,married,secondary,no,376,yes,no,853
43,blue-collar,divorced,secondary,no,370,yes,no,854
47,admin.,single,secondary,no,594,yes,no,855
47,blue-collar,married,secondary,no,387,yes,no,856
38,services,married,secondary,no,208,yes,no,857
40,blue-collar,married,secondary,no,563,yes,no,858
33,services,divorced,secondary,no,392,yes,yes,859
33,retired,married,secondary,no,165,no,no,860
53,admin.,divorced,unknown,no,236,yes,no,861
37,services,married,primary,no,52,yes,no,862
40,management,single,tertiary,no,1265,yes,no,863
37,blue-collar,married,primary,no,693,yes,no,864
35,technician,married,secondary,no,118,yes,no,865
49,blue-collar,married,primary,no,3659,yes,no,866
26,blue-collar,single,secondary,no,24,yes,no,867
38,management,single,tertiary,no,673,yes,no,868
52,self-employed,married,secondary,no,273,no,no,869
33,services,divorced,secondary,no,327,yes,no,870
31,admin.,single,secondary,no,299,yes,no,871
32,blue-collar,married,secondary,no,0,yes,no,872
35,blue-collar,single,primary,no,109,yes,no,873
55,management,divorced,tertiary,no,552,no,no,874
32,blue-collar,divorced,primary,no,473,yes,no,875
37,unknown,single,unknown,no,414,yes,no,876
45,blue-collar,married,secondary,no,154,yes,no,877
31,technician,married,secondary,no,344,yes,no,878
38,admin.,married,secondary,no,8,yes,no,879
37,services,married,secondary,no,78,yes,no,880
38,blue-collar,married,secondary,no,266,yes,no,881
33,housemaid,married,tertiary,no,98,yes,yes,882
38,blue-collar,married,primary,no,83,yes,no,883
37,management,single,tertiary,yes,45,yes,no,884
29,unemployed,married,tertiary,no,8,yes,no,885
42,management,married,tertiary,no,263,yes,no,886
40,blue-collar,married,secondary,no,306,yes,no,887
32,management,married,tertiary,no,233,yes,no,888
47,management,divorced,tertiary,no,447,no,yes,889
29,student,single,secondary,no,872,yes,no,890
53,services,divorced,primary,no,-291,yes,yes,891
31,services,married,tertiary,no,309,yes,yes,892
59,blue-collar,married,secondary,no,202,yes,no,893
29,entrepreneur,married,primary,no,56,yes,yes,894
59,blue-collar,married,primary,no,229,yes,yes,895
44,blue-collar,married,primary,no,143,yes,no,896
38,admin.,single,secondary,no,100,yes,no,897
49,admin.,married,secondary,no,326,yes,no,898
43,blue-collar,married,secondary,no,167,yes,no,899
52,admin.,single,secondary,no,545,yes,no,900
40,admin.,married,secondary,no,2100,yes,yes,901
32,services,married,secondary,no,0,yes,yes,902
47,admin.,married,primary,no,192,yes,no,903
33,management,married,tertiary,no,442,yes,no,904
35,management,married,tertiary,no,267,yes,no,905
27,services,single,secondary,no,0,yes,no,906
50,blue-collar,married,primary,no,377,yes,no,907
44,retired,married,secondary,no,7624,no,no,908
43,self-employed,married,primary,no,66,yes,no,909
51,blue-collar,married,unknown,no,37,yes,no,910
32,admin.,single,secondary,no,64,yes,no,911
47,management,divorced,tertiary,no,34,yes,no,912
34,admin.,divorced,secondary,no,627,yes,no,913
57,self-employed,married,primary,no,1013,yes,no,914
43,admin.,single,secondary,no,140,yes,no,915
40,services,single,tertiary,no,8823,yes,no,916
28,blue-collar,single,secondary,no,97,yes,no,917
38,blue-collar,married,unknown,no,5,yes,no,918
37,unemployed,divorced,secondary,no,74,yes,no,919
44,admin.,married,secondary,no,58544,yes,no,920
41,technician,married,secondary,no,169,yes,no,921
37,self-employed,married,tertiary,no,444,yes,no,922
30,services,single,tertiary,no,542,yes,no,923
32,blue-collar,married,secondary,no,-205,yes,no,924
30,management,single,tertiary,no,112,yes,no,925
35,services,married,secondary,no,39,no,no,926
55,blue-collar,married,secondary,no,1268,yes,no,927
52,blue-collar,married,secondary,no,-98,yes,no,928
33,admin.,married,secondary,no,44,yes,yes,929
55,retired,married,primary,no,-90,yes,yes,930
33,blue-collar,married,secondary,no,0,no,no,931
